plot_ID,measurement_date,landscape_position,site,area,plot_type,latitude,longitude,easting,northing,time,chamber_type,flux_CO2,flux_CH4,instrument,date,NEE,FCH4,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,VWC,Ka,RECO
BGC_15,2018-06-21,upland,CN_MM71,CN_MM71_BGC,BGC,64.85999,-163.69698,561764,7193487,18:19,Trns,0.137,0.075,LGR,2018-06-21 18:19:00,1.644e-06,9e-10,N,0,5.5,NA,2.4,19,26,47.1,29.8,2.2068e-05
BGC_15,2018-08-31,upland,CN_MM71,CN_MM71_BGC,BGC,64.85999,-163.69698,561764,7193487,16:22,Trns,0.083,713.323,LGR,2018-08-31 16:22:00,9.96e-07,8.559876e-06,N,0,6.3,NA,5,11.6,67,NA,NA,3.5496e-05
BGC_15,2019-06-20,upland,CN_MM71,CN_MM71_BGC,BGC,64.85999,-163.69698,561764,7193487,14:53,Trns,-0.65,623.367,Pic,2019-06-20 14:53:00,-7.8e-06,7.480404e-06,N,0,11.1,5.3,NA,19.1,64,51.8,33.2,2.1924e-05
BGC_16,2016-08-03,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,18:50,Trns,0.418,0.784,LGR,2016-08-03 18:50:00,5.016e-06,9.408e-09,N,0,10.8,NA,NA,18.3,53,NA,NA,1.7256e-05
BGC_16,2016-08-04,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,14:02,Trns,-1.669,-5.318,LGR,2016-08-04 14:02:00,-2.0028e-05,-6.3816e-08,N,0,5.8,NA,NA,18.4,53,43.3,27.3,7.416e-06
BGC_16,2017-06-19,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,11:24,Trns,-0.145,0.031,LGR,2017-06-19 11:24:00,-1.74e-06,3.72e-10,N,0,6.4,NA,1.6,10.4,25,25.2,13,8.88e-06
BGC_16,2017-07-13,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,15:58,Trns,0.411,0.12,LGR,2017-07-13 15:58:00,4.932e-06,1.44e-09,N,0,12.1,NA,3.8,24,25,19.1,9.6,2.4996e-05
BGC_16,2017-09-10,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,18:35,Trns,-1.701,-7.457,LGR,2017-09-10 18:35:00,-2.0412e-05,-8.9484e-08,N,0,1.9,NA,1.2,10.1,40,6.8,4.6,3.432e-06
BGC_16,2018-06-21,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,12:31,Trns,-1.059,0.229,LGR,2018-06-21 12:31:00,-1.2708e-05,2.748e-09,N,0,NA,NA,NA,14.2,NA,NA,NA,7.752e-06
BGC_16,2018-08-31,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,12:52,Trns,-0.293,2.706,LGR,2018-08-31 12:52:00,-3.516e-06,3.2472e-08,N,0,4.5,NA,3.3,11.6,52,NA,NA,3.1104e-05
BGC_16,2019-06-20,slope,CN_MM71,CN_MM71_BGC,BGC,64.85915,-163.69208,561998,7193398,18:38,Trns,-1.669,0.183,Pic,2019-06-20 18:38:00,-2.0028e-05,2.196e-09,N,0,15.5,10,NA,17.7,21,12.7,7,1.962e-05
BGC_17,2016-08-04,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,13:47,Trns,-0.484,0.727,LGR,2016-08-04 13:47:00,-5.808e-06,8.724e-09,N,0,5.7,NA,NA,18.4,56,45.2,28.2,1.6224e-05
BGC_17,2017-06-19,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,11:44,Trns,0.648,-0.582,LGR,2017-06-19 11:44:00,7.776e-06,-6.984e-09,N,0,4.9,NA,0.1,10.8,21,23.6,12,1.8336e-05
BGC_17,2017-07-13,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,15:31,Trns,0.711,-0.644,LGR,2017-07-13 15:31:00,8.532e-06,-7.728e-09,N,0,8.2,NA,1.8,24,28,36.2,22.4,2.064e-05
BGC_17,2017-09-10,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,18:08,Trns,0.425,-0.275,LGR,2017-09-10 18:08:00,5.1e-06,-3.3e-09,N,0,2.4,NA,1.5,10.1,40,6.3,4.4,6.048e-06
BGC_17,2018-06-21,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,12:15,Trns,-0.624,0.961,LGR,2018-06-21 12:15:00,-7.488e-06,1.1532e-08,N,0,NA,NA,NA,14.2,NA,NA,NA,1.0236e-05
BGC_17,2018-08-31,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,12:34,Trns,-0.253,-0.561,LGR,2018-08-31 12:34:00,-3.036e-06,-6.732e-09,N,0,5.5,NA,4.8,11.6,49,NA,NA,2.7672e-05
BGC_17,2019-06-20,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85904,-163.69142,562030,7193386,18:19,Trns,-1.1,1.252,Pic,2019-06-20 18:19:00,-1.32e-05,1.5024e-08,N,0,10.3,5.1,NA,17.7,21,19.7,9.9,1.5552e-05
BGC_18,2017-06-19,upland,CN_MM71,CN_MM71_BGC,BGC,64.85911,-163.69101,562049,7193395,12:00,Trns,-1.708,-6.058,LGR,2017-06-19 12:00:00,-2.0496e-05,-7.2696e-08,N,0,0.6,NA,-0.2,10.8,18,25.1,12.9,9.912e-06
BGC_18,2017-07-13,upland,CN_MM71,CN_MM71_BGC,BGC,64.85911,-163.69101,562049,7193395,14:49,Trns,1.639,-0.219,LGR,2017-07-13 14:49:00,1.9668e-05,-2.628e-09,N,0,8,NA,1.1,24,28,72.6,50.4,2.8296e-05
BGC_18,2017-09-10,upland,CN_MM71,CN_MM71_BGC,BGC,64.85911,-163.69101,562049,7193395,17:34,Trns,0.31,-0.492,LGR,2017-09-10 17:34:00,3.72e-06,-5.904e-09,N,0,2.2,NA,1.5,10.1,53,1.6,2.6,7.212e-06
BGC_18,2018-06-21,upland,CN_MM71,CN_MM71_BGC,BGC,64.85911,-163.69101,562049,7193395,12:01,Trns,0.035,-0.097,LGR,2018-06-21 12:01:00,4.2e-07,-1.164e-09,N,0,NA,NA,NA,14.2,NA,NA,NA,1.3272e-05
BGC_18,2018-08-31,upland,CN_MM71,CN_MM71_BGC,BGC,64.85911,-163.69101,562049,7193395,12:22,Trns,0.33,-0.427,LGR,2018-08-31 12:22:00,3.96e-06,-5.124e-09,N,0,4.2,NA,3.7,11.6,52,NA,NA,1.0284e-05
BGC_18,2019-06-20,upland,CN_MM71,CN_MM71_BGC,BGC,64.85911,-163.69101,562049,7193395,18:15,Trns,0.631,0.295,Pic,2019-06-20 18:15:00,7.572e-06,3.54e-09,N,0,10.7,3.1,NA,17.7,19,3.5,3.3,1.4496e-05
BGC_19,2016-08-04,slope,CN_MM71,CN_MM71_BGC,BGC,64.85921,-163.69075,562061,7193406,12:55,Trns,0.882,-0.442,LGR,2016-08-04 12:55:00,1.0584e-05,-5.304e-09,N,0,9.2,NA,NA,18.4,73,52,33.3,3.864e-05
BGC_19,2017-06-19,slope,CN_MM71,CN_MM71_BGC,BGC,64.85921,-163.69075,562061,7193406,12:20,Trns,0.5,1.1,LGR,2017-06-19 12:20:00,6e-06,1.32e-08,N,0,3,NA,0.1,10.8,22,2.9,3,3.3936e-05
BGC_19,2018-06-21,slope,CN_MM71,CN_MM71_BGC,BGC,64.85921,-163.69075,562061,7193406,11:42,Trns,0.14,0.076,LGR,2018-06-21 11:42:00,1.68e-06,9.12e-10,N,0,NA,NA,NA,14.2,NA,NA,NA,2.1576e-05
BGC_19,2018-08-31,slope,CN_MM71,CN_MM71_BGC,BGC,64.85921,-163.69075,562061,7193406,12:06,Trns,-0.411,-0.298,LGR,2018-08-31 12:06:00,-4.932e-06,-3.576e-09,N,0,8.2,NA,8.2,11.6,61,NA,NA,1.3212e-05
BGC_19,2019-06-20,slope,CN_MM71,CN_MM71_BGC,BGC,64.85921,-163.69075,562061,7193406,17:58,Trns,1.283,1.598,Pic,2019-06-20 17:58:00,1.5396e-05,1.9176e-08,N,0,11.2,8.2,NA,18.4,19,50.4,32.5,2.496e-05
BGC_2,2016-08-03,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,16:59,Trns,1.11,0.053,LGR,2016-08-03 16:59:00,1.332e-05,6.36e-10,N,0,5.2,NA,NA,18.4,37,9.4,5.8,3.0276e-05
BGC_2,2016-08-04,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,15:20,Trns,1.545,-0.392,LGR,2016-08-04 15:20:00,1.854e-05,-4.704e-09,N,0,6.8,NA,NA,20.5,37,76.2,54.8,1.746e-05
BGC_2,2016-09-14,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,11:00,Trns,0.152,1.217,LGR,2016-09-14 11:00:00,1.824e-06,1.4604e-08,N,0,2.6,NA,NA,4.3,54,9.6,5.8,7.128e-06
BGC_2,2017-06-19,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,14:48,Trns,0.064,-0.167,LGR,2017-06-19 14:48:00,7.68e-07,-2.004e-09,N,0,5.5,NA,0.4,12.4,20,32.6,19.4,NA
BGC_2,2018-06-21,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,14:27,Trns,-0.613,0.085,LGR,2018-06-21 14:27:00,-7.356e-06,1.02e-09,N,0,NA,NA,NA,17.6,NA,NA,NA,2.0496e-05
BGC_2,2018-08-31,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,13:55,Trns,0.287,4.472,LGR,2018-08-31 13:55:00,3.444e-06,5.3664e-08,N,0,4.6,NA,3.3,11.6,52,NA,NA,1.2012e-05
BGC_2,2019-06-20,slope,CN_MM71,CN_MM71_BGC,BGC,64.85983,-163.70351,561455,7193463,12:57,Trns,-1.115,0.022,Pic,2019-06-20 12:57:00,-1.338e-05,2.64e-10,N,0,9.5,3.1,NA,18.4,25,29.4,16.9,3.0132e-05
BGC_20,2016-08-04,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,13:09,Trns,0.169,28.578,LGR,2016-08-04 13:09:00,2.028e-06,3.42936e-07,Y,7,9.7,NA,NA,18.4,80,80.8,60.3,1.9128e-05
BGC_20,2016-09-14,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,15:20,Trns,-0.34,66.9,LGR,2016-09-14 15:20:00,-4.08e-06,8.028e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1096e-05
BGC_20,2017-06-19,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,12:43,Trns,-0.688,12.918,LGR,2017-06-19 12:43:00,-8.256e-06,1.55016e-07,N,0,2.8,NA,0.3,12.5,25,45,28,2.3172e-05
BGC_20,2017-07-13,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,14:10,Trns,-1.866,66.793,LGR,2017-07-13 14:10:00,-2.2392e-05,8.01516e-07,N,0,8.8,NA,4.3,24,35,63.2,40.8,5.5536e-05
BGC_20,2017-09-10,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,17:54,Trns,0.335,55.064,LGR,2017-09-10 17:54:00,4.02e-06,6.60768e-07,N,0,4.5,NA,4,10.1,80,9,5.6,1.8516e-05
BGC_20,2018-06-21,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,11:25,Trns,0.675,467.531,LGR,2018-06-21 11:25:00,8.1e-06,5.610372e-06,N,0,NA,NA,NA,14.2,NA,NA,NA,1.5708e-05
BGC_20,2018-08-31,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,11:45,Trns,1.969,-54.169,LGR,2018-08-31 11:45:00,2.3628e-05,-6.50028e-07,Y,4,8.9,NA,9.2,11.6,80,NA,NA,2.5848e-05
BGC_20,2019-06-20,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,17:50,Trns,-2.809,248.618,Pic,2019-06-20 17:50:00,-3.3708e-05,2.983416e-06,Y,0.5,13.6,11.3,NA,18.4,95,52.3,33.3,3.5868e-05
BGC_3,2016-08-04,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,15:33,Trns,-0.859,53.348,LGR,2016-08-04 15:33:00,-1.0308e-05,6.40176e-07,Y,5,7.1,NA,NA,20.5,80,81.5,61.1,8.7e-06
BGC_3,2016-09-14,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,11:15,Trns,0.009,39.983,LGR,2016-09-14 11:15:00,1.08e-07,4.79796e-07,N,0,4.8,NA,NA,4.3,80,59.1,37.2,5.784e-06
