region,locale,administrative_area,site,area,plot_type,plot_ID,latitude,longitude,easting,northing,measurement_date,time,landscape_position,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,thawdepth_flag,VWC,Ka
,,,,,,,,,,,yyyy-mm-dd,AKDT,,Y/N,cm,C,C,C,C,cm,,,
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_10,64.85963,-163.69995,561624,7193444,2016-08-03,15:02,upland,N,0,5.8,NA,NA,16.7,58,V0,29.4,16.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_11,64.85941,-163.70348,561457,7193416,2016-08-03,14:59,slope,Y,2,NA,NA,NA,16.7,80,V2,NA,NA
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2016-08-03,14:05,lowland,N,0,7,NA,NA,16.7,46,V0,57.8,36.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_14,64.86012,-163.69757,561736,7193501,2016-08-03,13:54,upland,N,0,7.2,NA,NA,16.2,79,V0,35,21.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_15,64.85999,-163.69698,561764,7193487,2016-08-03,14:38,upland,N,0,5.2,NA,NA,16.2,56,V0,34.4,20.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_16,64.85915,-163.69208,561998,7193398,2016-08-03,18:50,slope,N,0,10.8,NA,NA,18.3,53,V0,NA,NA
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_2,64.85983,-163.70351,561455,7193463,2016-08-03,17:07,slope,N,0,5.2,NA,NA,18.4,37,V0,9.4,5.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_4,64.85978,-163.69829,561702,7193462,2016-08-03,16:34,upland,N,0,NA,NA,NA,17.7,80,V2,NA,NA
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_5,64.85936,-163.70338,561462,7193410,2016-08-03,16:04,slope,N,0,7.6,NA,NA,17.3,57,V0,13.3,7.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_6,64.85941,-163.70335,561464,7193416,2016-08-03,16:12,lowland,Y,6,7.1,NA,NA,17.0,59,V0,31.3,20.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_9,64.85976,-163.70061,561593,7193458,2016-08-03,15:33,upland,N,0,4.5,NA,NA,17.0,56,V0,26.9,14.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_1,64.85995,-163.70358,561451,7193476,2016-08-04,15:07,upland,N,0,10.3,NA,NA,20.1,45,V0,30.6,17.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_10,64.85963,-163.69995,561624,7193444,2016-08-04,12:57,upland,N,0,8.1,NA,NA,6.2,58,V0,64,41.6
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_11,64.85941,-163.70348,561457,7193416,2016-08-04,13:15,slope,N,0,12.1,NA,NA,6.2,80,V2,77.7,56.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2016-08-04,13:44,lowland,Y,19,7.9,NA,NA,7.8,46,V0,73.7,51.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_13,64.8597,-163.70341,561460,7193448,2016-08-04,14:04,upland,Y,6,9.6,NA,NA,6.8,80,V2,86.3,67.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_14,64.86012,-163.69757,561736,7193501,2016-08-04,14:25,upland,N,0,6.7,NA,NA,8.2,79,V0,36.6,22.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_15,64.85999,-163.69698,561764,7193487,2016-08-04,14:41,upland,N,0,4.6,NA,NA,8.2,56,V0,65.8,43.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_16,64.85915,-163.69208,561998,7193398,2016-08-04,14:07,slope,N,0,5.8,NA,NA,18.4,53,V0,43.3,27.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_17,64.85904,-163.69142,562030,7193386,2016-08-04,13:53,lowland,N,0,5.7,NA,NA,18.4,56,V0,45.2,28.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_18,64.85911,-163.69101,562049,7193395,2016-08-04,13:39,upland,N,0,4.7,NA,NA,18.4,54,V0,31.7,18.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_19,64.85921,-163.69075,562061,7193406,2016-08-04,13:01,slope,N,0,9.2,NA,NA,18.4,73,V0,52,33.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_2,64.85983,-163.70351,561455,7193463,2016-08-04,15:20,slope,N,0,6.8,NA,NA,20.5,37,V0,76.2,54.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_20,64.85937,-163.69061,562067,7193424,2016-08-04,13:17,lowland,Y,7,9.7,NA,NA,18.4,80,V2,80.8,60.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_3,64.86009,-163.69769,561730,7193497,2016-08-04,15:38,lowland,Y,5,7.1,NA,NA,20.5,80,V2,81.5,61.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_4,64.85978,-163.69829,561702,7193462,2016-08-04,15:57,upland,Y,6,7.7,NA,NA,20.5,80,V2,79.7,58.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_5,64.85936,-163.70338,561462,7193410,2016-08-04,16:23,slope,N,0,9.3,NA,NA,20.5,57,V0,18.6,9.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_6,64.85941,-163.70335,561464,7193416,2016-08-04,16:28,lowland,N,0,8,NA,NA,20.5,59,V0,57.7,36.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_9,64.85976,-163.70061,561593,7193458,2016-08-04,16:42,upland,N,0,8.3,NA,NA,20.3,56,V0,83.4,63.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_1,64.85995,-163.70358,561451,7193476,2016-09-14,10:46,upland,N,0,2.7,NA,NA,3.7,49,V0,8.9,5.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_10,64.85963,-163.69995,561624,7193444,2016-09-14,12:57,upland,N,0,2.8,NA,NA,6.2,80,V2,12,6.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_11,64.85941,-163.70348,561457,7193416,2016-09-14,13:15,slope,N,0,4.7,NA,NA,6.2,80,V2,64.1,41.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2016-09-14,13:44,lowland,Y,19,4,NA,NA,7.8,60,V0,45.4,28.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_13,64.8597,-163.70341,561460,7193448,2016-09-14,14:04,upland,Y,6,4.6,NA,NA,6.8,80,V2,79,58
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_14,64.86012,-163.69757,561736,7193501,2016-09-14,14:25,upland,N,0,4.2,NA,NA,8.2,73,V0,21.7,11
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_15,64.85999,-163.69698,561764,7193487,2016-09-14,14:41,upland,N,0,3.2,NA,NA,8.2,51,V0,58.9,37.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_2,64.85983,-163.70351,561455,7193463,2016-09-14,11:00,slope,N,0,2.6,NA,NA,4.3,54,V0,9.6,5.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_3,64.86009,-163.69769,561730,7193497,2016-09-14,11:15,lowland,N,0,4.8,NA,NA,4.3,80,V2,59.1,37.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_4,64.85978,-163.69829,561702,7193462,2016-09-14,11:35,upland,N,0,5.1,NA,NA,5.7,80,V2,61.7,39.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_5,64.85936,-163.70338,561462,7193410,2016-09-14,11:53,slope,N,0,3.7,NA,NA,5.1,66,V0,12.9,7.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_6,64.85941,-163.70335,561464,7193416,2016-09-14,12:00,lowland,N,0,4.3,NA,NA,5.6,65,V0,27.9,15.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_9,64.85976,-163.70061,561593,7193458,2016-09-14,12:36,upland,N,0,3.6,NA,NA,7.2,64,V0,19.3,9.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_1,64.85995,-163.70358,561451,7193476,2017-06-19,14:34,upland,N,0,4.9,NA,0.8,12.4,22,V0,28,10.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_10,64.85963,-163.69995,561624,7193444,2017-06-19,16:55,upland,N,0,3,NA,0.6,14.3,30,V0,26.8,14.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_11,64.85941,-163.70348,561457,7193416,2017-06-19,17:11,slope,N,0,7.1,NA,3.4,15.4,36,V0,70.4,47.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2017-06-19,17:49,lowland,N,0,8.2,NA,1.8,15.7,25,V0,37.2,23.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_13,64.8597,-163.70341,561460,7193448,2017-06-19,18:18,upland,Y,6,6.9,NA,3,15.7,35,V0,72.6,50.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_14,64.86012,-163.69757,561736,7193501,2017-06-19,18:37,upland,N,0,6,NA,0.3,15.7,18,V0,2.3,2.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_15,64.85999,-163.69698,561764,7193487,2017-06-19,19:27,upland,N,0,5.8,NA,0.8,12.3,26,V0,22.7,11.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_16,64.85915,-163.69208,561998,7193398,2017-06-19,11:24,slope,N,0,6.4,NA,1.6,10.4,25,V0,25.2,13
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_17,64.85904,-163.69142,562030,7193386,2017-06-19,11:44,lowland,N,0,4.9,NA,0.1,10.8,21,V0,23.6,12
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_18,64.85911,-163.69101,562049,7193395,2017-06-19,12:00,upland,N,0,0.6,NA,-0.2,10.8,18,V0,25.1,12.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_19,64.85921,-163.69075,562061,7193406,2017-06-19,12:20,slope,N,0,3,NA,0.1,10.8,22,V0,2.9,3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_2,64.85983,-163.70351,561455,7193463,2017-06-19,14:48,slope,N,0,5.5,NA,0.4,12.4,20,V0,32.6,19.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_20,64.85937,-163.69061,562067,7193424,2017-06-19,12:43,lowland,N,0,2.8,NA,0.3,12.5,25,V0,45,28
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_3,64.86009,-163.69769,561730,7193497,2017-06-19,15:03,lowland,N,0,4.4,NA,1.8,12.4,28,V0,64.3,41.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_4,64.85978,-163.69829,561702,7193462,2017-06-19,15:21,upland,N,0,4.1,NA,1.6,12.9,28,V0,42.4,27.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_5,64.85936,-163.70338,561462,7193410,2017-06-19,15:43,slope,N,0,5.8,NA,1,12.9,29,V0,9.6,5.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_6,64.85941,-163.70335,561464,7193416,2017-06-19,16:00,lowland,N,0,3.7,NA,1.3,12.9,31,V0,33.3,19.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_9,64.85976,-163.70061,561593,7193458,2017-06-19,16:26,upland,N,0,6.4,NA,0.3,14.3,26,V0,2.9,3.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2017-06-21,12:09,lowland,N,0,4.2,NA,1.2,13.1,25,V0,46,28.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_9,64.85976,-163.70061,561593,7193458,2017-06-21,12:34,upland,N,0,4,NA,0.2,11.9,28,V0,2.9,3.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_C,64.860663,-163.700755,561584,7193558,2017-06-21,14:19,upland,N,0,7.2,NA,1.1,15.3,22,V0,31.7,18.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_D,64.860695,-163.700762,561583,7193562,2017-06-21,14:26,upland,N,0,5.1,NA,0.2,13.0,25,V0,3.3,3.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_E,64.860823,-163.700318,561604,7193576,2017-06-21,15:51,lowland,Y,2,5.6,NA,2.5,14.8,35,V0,66.3,43.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_F,64.860792,-163.701118,561566,7193572,2017-06-21,13:40,upland,N,0,8.1,NA,2.4,12.7,18,V0,7.4,4.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_G,64.860792,-163.701112,561566,7193572,2017-06-21,13:45,upland,N,0,3.8,NA,0.3,12.4,21,V0,24.8,12.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_H,64.860918,-163.69998,561620,7193587,2017-06-21,17:38,lowland,Y,1,5.3,NA,2.2,12.7,36,V0,64.7,42.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_I,64.86036,-163.700287,561607,7193525,2017-06-21,15:17,upland,N,0,5.2,NA,0.4,16.2,23,V0,47.7,30.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_J,64.860387,-163.700453,561599,7193528,2017-06-21,15:00,upland,N,0,4,NA,0,15.1,22,V0,12.5,6.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_1,64.86172,-163.70102,561569,7193676,2017-06-22,12:09,upland,N,0,7.4,NA,2.9,13.1,25,V0,20.2,10.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_2,64.86169,-163.7012,561560,7193672,2017-06-22,12:34,upland,N,0,6.3,NA,1.3,11.9,25,V0,9.4,5.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_3,64.86176,-163.70117,561561,7193680,2017-06-22,12:49,lowland,N,0,3.7,NA,1.1,11.3,40,V0,37.3,23.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_4,64.86176,-163.70157,561543,7193679,2017-06-22,13:29,lowland,N,0,5.4,NA,3.2,12.8,38,V0,66.9,44.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_5,64.86208,-163.7016,561540,7193715,2017-06-22,13:36,upland,N,0,2.5,NA,0.5,12.8,23,V0,31.9,18.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_6,64.86201,-163.70172,561535,7193707,2017-06-22,13:43,upland,N,0,5.1,NA,0.4,11.9,26,V0,21,10.6
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_7,64.86172,-163.70218,561514,7193674,2017-06-22,14:26,upland,N,0,4.1,NA,0.8,12.5,27,V0,47.3,30
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_8,64.86195,-163.70198,561523,7193700,2017-06-22,14:31,upland,N,0,3.4,NA,1.3,13.0,28,V0,48.5,31.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_9,64.861537,-163.702015,561522,7193654,2017-06-22,14:37,lowland,N,0,2.5,NA,0.7,11.1,36,V0,35.4,21.6
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_1,64.85995,-163.70358,561451,7193476,2017-07-12,18:18,upland,N,0,13.8,NA,2,25.9,30,V0,77.6,56.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_10,64.85963,-163.69995,561624,7193444,2017-07-12,15:56,upland,N,0,7.4,NA,2.1,25.9,32,V0,17.1,8.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_11,64.85941,-163.70348,561457,7193416,2017-07-12,15:37,slope,Y,3,8.8,NA,5.3,25.2,42,V0,59.2,37.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2017-07-12,15:15,lowland,N,0,6.4,NA,3.5,25.2,47,V0,37.8,23.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_13,64.8597,-163.70341,561460,7193448,2017-07-12,14:55,upland,Y,5,9.8,NA,6.7,25.0,43,V0,65.2,42.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_14,64.86012,-163.69757,561736,7193501,2017-07-12,14:31,upland,N,0,11.2,NA,5.7,24.7,33,V0,25.4,13.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_15,64.85999,-163.69698,561764,7193487,2017-07-12,14:07,upland,N,0,8.1,NA,3,23.7,33,V0,12.5,7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_2,64.85983,-163.70351,561455,7193463,2017-07-12,17:56,slope,N,0,12.8,NA,1.2,25.9,33,V0,7.6,5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_3,64.86009,-163.69769,561730,7193497,2017-07-12,17:39,lowland,N,0,9.4,NA,5.7,25.9,38,V0,51.9,33.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_4,64.85978,-163.69829,561702,7193462,2017-07-12,17:18,upland,N,0,11.1,NA,6.1,26.7,36,V0,50.2,32.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_5,64.85936,-163.70338,561462,7193410,2017-07-12,16:58,slope,N,0,12.7,NA,4,27.5,36,V0,6.9,4.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_6,64.85941,-163.70335,561464,7193416,2017-07-12,16:39,lowland,N,0,7.9,NA,2.8,27.1,33,V0,45.5,23.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_9,64.85976,-163.70061,561593,7193458,2017-07-12,16:13,upland,N,0,16.4,NA,7.1,26.2,32,V0,0,0.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_16,64.85915,-163.69208,561998,7193398,2017-07-13,15:58,slope,N,0,12.1,NA,3.8,24.0,25,V0,19.1,9.6
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_17,64.85904,-163.69142,562030,7193386,2017-07-13,15:31,lowland,N,0,8.2,NA,1.8,24.0,28,V0,36.2,22.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_18,64.85911,-163.69101,562049,7193395,2017-07-13,14:49,upland,N,0,8,NA,1.1,24.0,28,V0,72.6,50.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_19,64.85921,-163.69075,562061,7193406,2017-07-13,14:31,slope,N,0,5.3,NA,2.2,24.0,29,V0,29.9,17.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_20,64.85937,-163.69061,562067,7193424,2017-07-13,14:10,lowland,N,0,8.8,NA,4.3,24.0,35,V0,63.2,40.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_1,64.86172,-163.70102,561569,7193676,2017-07-14,18:25,upland,N,0,16.3,NA,4.7,26.3,35,V0,20.8,10.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_2,64.86169,-163.7012,561560,7193672,2017-07-14,18:08,upland,N,0,12.9,NA,3.8,26.6,35,V0,11.3,6.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_3,64.86176,-163.70117,561561,7193680,2017-07-14,18:08,lowland,N,0,12.8,NA,4.8,26.6,61,V0,38.1,24.3
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_C,64.860663,-163.700755,561584,7193558,2017-07-14,15:39,upland,N,0,13.6,NA,3.3,25.1,32,V0,15.3,8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_D,64.860695,-163.700762,561583,7193562,2017-07-14,15:47,upland,N,0,12.3,NA,3.1,25.1,38,V0,0,1.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_E,64.860823,-163.700318,561604,7193576,2017-07-14,16:58,lowland,Y,4,13.8,NA,8.5,26.1,45,V0,63,40.6
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_F,64.860792,-163.701118,561566,7193572,2017-07-14,16:22,upland,N,0,13.2,NA,3.7,25.7,30,V0,11.4,6.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_G,64.860792,-163.701112,561566,7193572,2017-07-14,16:19,upland,N,0,13.5,NA,3.6,25.7,36,V0,29.6,17.1
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_H,64.860918,-163.69998,561620,7193587,2017-07-14,17:26,lowland,Y,3,12.5,NA,8.2,26.2,47,V0,65.4,42.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_I,64.86036,-163.700287,561607,7193525,2017-07-14,15:06,upland,N,0,9.5,NA,4.1,25.1,32,V0,26.8,14.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_MW,Biogeochemistry,MW_J,64.860387,-163.700453,561599,7193528,2017-07-14,14:57,upland,N,0,9.4,NA,2.7,25.1,33,V0,22.1,11.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_1,64.86172,-163.70102,561569,7193676,2017-07-15,17:48,upland,N,0,10.8,NA,3.2,15.9,36,V0,19.2,9.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_2,64.86169,-163.7012,561560,7193672,2017-07-15,17:41,upland,N,0,9.1,NA,4.3,15.9,56,V0,46.1,29
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_3,64.86176,-163.70117,561561,7193680,2017-07-15,17:35,lowland,Y,1,13.5,NA,4.6,15.9,39,V0,7.1,4.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_4,64.86176,-163.70157,561543,7193679,2017-07-15,18:31,lowland,Y,2,10,NA,6.3,15.9,48,V0,58.2,36.8
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_5,64.86208,-163.7016,561540,7193715,2017-07-15,18:22,upland,N,0,9.2,NA,2.3,15.9,32,V0,8.8,5.5
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_6,64.86201,-163.70172,561535,7193707,2017-07-15,18:38,upland,N,0,10.2,NA,2.5,15.9,30,V0,13.9,7.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_7,64.86172,-163.70218,561514,7193674,2017-07-15,18:50,upland,N,0,8.6,NA,2.9,15.9,37,V0,62.8,40.4
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_8,64.86195,-163.70198,561523,7193700,2017-07-15,18:57,upland,N,0,6.5,NA,2.2,15.9,32,V0,38.7,24.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_EC,Biogeochemistry,EC_9,64.861537,-163.702015,561522,7193654,2017-07-15,19:05,lowland,Y,2,9.9,NA,6,15.9,60,V0,46,28.9
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_1,64.85995,-163.70358,561451,7193476,2017-07-17,16:37,upland,N,0,NA,NA,NA,14.0,NA,NA,19.9,10
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_10,64.85963,-163.69995,561624,7193444,2017-07-17,15:27,upland,N,0,7,NA,3.7,14.0,NA,NA,60.4,38.2
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_11,64.85941,-163.70348,561457,7193416,2017-07-17,15:15,slope,Y,2,9.8,NA,6.4,14.0,NA,NA,81.8,61.6
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_12,64.85974,-163.69836,561699,7193458,2017-07-17,15:03,lowland,N,0,6.6,NA,4.1,14.0,NA,NA,73.7,51.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_13,64.8597,-163.70341,561460,7193448,2017-07-17,14:51,upland,Y,6,10.2,NA,7.3,14.0,NA,NA,86.7,67.7
Seward_Peninsula,Council,NA,CN_MM71,CN_MM71_BGC,Biogeochemistry,BGC_14,64.86012,-163.69757,561736,7193501,2017-07-17,14:39,upland,N,0,8.7,NA,5.3,14.0,NA,NA,29.7,10.4
